payment_id,project_id,installment_no,amount,payment_date,payment_mode,milestone_reached_pct,flagged
PAY-013984,MPLADS-JH-2020-00244,2,358900.29,2021-04-04,DBT,100.0,False
PAY-013985,MPLADS-JH-2020-00244,3,1335638.54,2021-06-25,RTGS,100.0,False
PAY-013986,MPLADS-KL-2024-00258,1,1545856.58,2024-09-25,DBT,39.0,False
PAY-013987,MPLADS-KL-2024-00258,2,680914.83,2024-11-18,DBT,49.1,False
PAY-013988,MPLADS-KL-2024-00258,3,336052.26,2024-12-21,RTGS,62.5,False
PAY-013989,MPLADS-KL-2024-00258,4,1670908.47,2025-01-29,DBT,93.6,False
PAY-013990,MPLADS-OD-2019-00238,1,250046.26,2019-12-18,DBT,19.7,False
PAY-013991,MPLADS-OD-2019-00238,2,276681.48,2020-02-08,DBT,41.8,False
PAY-013992,MPLADS-OD-2019-00238,3,223205.33,2020-03-15,DBT,56.2,False
PAY-013993,MPLADS-OD-2019-00238,4,272801.83,2020-04-18,RTGS,75.4,False
PAY-013994,MPLADS-OD-2019-00238,5,238364.61,2020-06-04,DBT,100.0,False
PAY-013995,MPLADS-OD-2019-00238,6,235038.29,2020-07-24,DBT,100.0,False
PAY-013996,MPLADS-WB-2025-00256,1,748488.42,2026-02-09,CHEQUE,39.6,False
PAY-013997,MPLADS-WB-2025-00256,2,642681.59,2026-04-26,RTGS,78.4,False
PAY-013998,MPLADS-WB-2025-00256,3,359058.62,2026-06-17,DBT,97.7,False
PAY-013999,MPLADS-UP-2022-00234,1,1344220.26,2023-03-11,DBT,26.0,False
PAY-014000,MPLADS-UP-2022-00234,2,912879.85,2023-05-29,DBT,43.1,False
PAY-014001,MPLADS-OD-2020-00239,1,1969280.21,2020-11-02,RTGS,54.5,False
PAY-014002,MPLADS-OD-2020-00239,2,1927380.83,2020-12-27,DBT,84.5,False
PAY-014003,MPLADS-UP-2025-00235,1,1845633.35,2026-01-18,RTGS,88.8,False
PAY-014004,MPLADS-UP-2025-00235,2,468524.96,2026-03-26,DBT,95.9,False
PAY-014005,MPLADS-UP-2025-00235,3,316639.75,2026-05-13,RTGS,100.0,False
PAY-014006,MPLADS-AP-2024-00240,1,724922.04,2024-12-05,RTGS,21.7,False
PAY-014007,MPLADS-AP-2024-00240,2,994326.55,2025-01-16,RTGS,52.6,False
PAY-014008,MPLADS-AP-2024-00240,3,1381549.34,2025-04-12,DBT,85.9,False
PAY-014009,MPLADS-AP-2024-00240,4,402093.63,2025-07-06,DBT,93.3,False
PAY-014010,MPLADS-PB-2023-00269,1,803662.99,2023-08-06,RTGS,17.3,False
PAY-014011,MPLADS-PB-2023-00269,2,610634.36,2023-10-15,DBT,32.9,False
PAY-014012,MPLADS-PB-2023-00269,3,1118971.95,2023-12-16,DBT,59.5,False
PAY-014013,MPLADS-PB-2023-00269,4,1715206.33,2024-02-05,DBT,92.1,False
PAY-014014,MPLADS-AS-2025-00244,1,563828.15,2026-03-27,DBT,39.4,False
PAY-014015,MPLADS-AS-2025-00244,2,744104.37,2026-06-03,DBT,87.9,False
PAY-014016,MPLADS-HR-2024-00277,1,68535.56,2025-05-11,DBT,8.4,False
PAY-014017,MPLADS-HR-2024-00277,2,162550.01,2025-07-09,CHEQUE,29.3,False
PAY-014018,MPLADS-HR-2024-00277,3,128896.86,2025-09-07,DBT,44.7,False
PAY-014019,MPLADS-UP-2022-00236,1,1890513.04,2023-02-05,DBT,84.7,False
PAY-014020,MPLADS-BR-2024-00240,1,681780.69,2024-09-07,DBT,33.9,False
PAY-014021,MPLADS-BR-2024-00240,2,450955.95,2024-11-21,RTGS,52.8,False
PAY-014022,MPLADS-BR-2024-00240,3,790747.08,2025-01-27,CHEQUE,83.9,False
PAY-014023,MPLADS-WB-2023-00257,1,99031.61,2024-01-22,DBT,5.6,False
PAY-014024,MPLADS-WB-2023-00257,2,144014.51,2024-04-19,DBT,13.5,False
PAY-014025,MPLADS-WB-2023-00257,3,392793.5,2024-05-29,DBT,39.3,False
PAY-014026,MPLADS-WB-2023-00257,4,713550.33,2024-07-13,DBT,70.8,False
PAY-014027,MPLADS-WB-2023-00257,5,33829.33,2024-09-29,RTGS,78.2,False
PAY-014028,MPLADS-RJ-2024-00264,1,609785.59,2025-01-11,DBT,52.0,False
PAY-014029,MPLADS-RJ-2024-00264,2,539705.5,2025-03-03,DBT,98.4,False
PAY-014030,MPLADS-WB-2024-00258,1,273911.8,2025-02-16,DBT,23.5,False
PAY-014031,MPLADS-WB-2024-00258,2,426927.96,2025-04-20,DBT,50.7,False
PAY-014032,MPLADS-WB-2024-00258,3,388266.74,2025-07-02,DBT,83.4,False
PAY-014033,MPLADS-WB-2024-00258,4,115150.63,2025-09-07,DBT,86.0,False
PAY-014034,MPLADS-AP-2020-00241,1,39061.13,2021-05-17,DBT,6.8,False
PAY-014035,MPLADS-AP-2020-00241,2,10062.25,2021-07-13,DBT,10.1,False
PAY-014036,MPLADS-AP-2020-00241,3,28069.66,2021-08-27,DBT,16.0,False
PAY-014037,MPLADS-AP-2020-00241,4,73413.94,2021-10-25,DBT,29.9,False
PAY-014038,MPLADS-AP-2020-00241,5,11140.22,2021-12-04,DBT,28.8,False
PAY-014039,MPLADS-AP-2020-00241,6,51971.3,2022-01-05,CHEQUE,37.8,False
PAY-014040,MPLADS-RJ-2023-00265,1,599112.11,2023-11-30,DBT,25.7,False
PAY-014041,MPLADS-RJ-2023-00265,2,254060.63,2024-01-18,DBT,33.2,False
PAY-014042,MPLADS-RJ-2023-00265,3,173832.12,2024-03-15,DBT,46.7,False
PAY-014043,MPLADS-RJ-2023-00265,4,739460.86,2024-05-28,RTGS,70.5,False
PAY-014044,MPLADS-RJ-2023-00265,5,469939.15,2024-08-11,DBT,97.9,False
PAY-014045,MPLADS-JH-2024-00245,1,81169.45,2024-11-11,DBT,13.3,False
PAY-014046,MPLADS-JH-2024-00245,2,154847.63,2025-01-25,DBT,34.9,False
PAY-014047,MPLADS-BR-2019-00241,1,354570.21,2020-06-08,RTGS,79.1,False
PAY-014048,MPLADS-BR-2019-00241,2,94455.2,2020-09-04,DBT,93.4,False
PAY-014049,MPLADS-RJ-2024-00266,1,782758.75,2024-11-10,DBT,42.5,False
PAY-014050,MPLADS-BR-2020-00242,1,25446.93,2020-12-07,DBT,3.2,False
PAY-014051,MPLADS-BR-2020-00242,2,274747.62,2021-02-27,DBT,32.4,False
PAY-014052,MPLADS-BR-2020-00242,3,199879.16,2021-04-28,RTGS,56.4,False
PAY-014053,MPLADS-KL-2025-00259,1,102493.5,2026-06-04,DBT,7.1,False
PAY-014054,MPLADS-KL-2025-00259,2,47410.3,2026-08-22,DBT,10.1,False
PAY-014055,MPLADS-OD-2021-00240,1,129046.89,2022-04-08,DBT,21.1,False
PAY-014056,MPLADS-OD-2021-00240,2,54041.38,2022-06-29,DBT,29.1,False
PAY-014057,MPLADS-OD-2021-00240,3,38899.32,2022-08-22,RTGS,36.9,False
PAY-014058,MPLADS-BR-2024-00243,1,935474.97,2025-01-28,DBT,100.0,False
PAY-014059,MPLADS-OD-2025-00241,1,303204.68,2025-07-06,DBT,6.2,False
PAY-014060,MPLADS-OD-2025-00241,2,467686.32,2025-09-16,DBT,13.4,False
PAY-014061,MPLADS-OD-2025-00241,3,740049.37,2025-10-26,DBT,30.6,False
PAY-014062,MPLADS-OD-2025-00241,4,1870211.68,2026-01-22,CHEQUE,69.1,False
PAY-014063,MPLADS-OD-2025-00241,5,1482225.35,2026-04-03,DBT,83.3,False
PAY-014064,MPLADS-OD-2025-00242,1,384127.79,2025-10-23,DBT,23.1,False
PAY-014065,MPLADS-OD-2025-00242,2,156363.09,2025-11-26,DBT,27.0,False
PAY-014066,MPLADS-OD-2025-00242,3,976695.31,2026-01-25,RTGS,77.4,False
PAY-014067,MPLADS-CG-2021-00280,1,754226.89,2021-12-29,RTGS,41.8,False
PAY-014068,MPLADS-CG-2021-00280,2,1588579.25,2022-02-25,CHEQUE,100.0,False
PAY-014069,MPLADS-CG-2022-00281,1,26566.38,2022-06-07,CHEQUE,0.9,False
PAY-014070,MPLADS-CG-2022-00281,2,703528.99,2022-07-22,DBT,26.6,False
PAY-014071,MPLADS-CG-2022-00281,3,1427208.37,2022-10-11,DBT,87.6,False
PAY-014072,MPLADS-CG-2022-00281,4,296050.83,2022-12-27,CHEQUE,100.0,False
PAY-014073,MPLADS-BR-2025-00244,1,117240.44,2026-06-11,DBT,5.7,False
PAY-014074,MPLADS-BR-2025-00244,2,151730.68,2026-08-13,DBT,12.0,False
PAY-014075,MPLADS-CG-2022-00282,1,294443.41,2023-01-03,DBT,17.1,False
PAY-014076,MPLADS-CG-2022-00282,2,608055.71,2023-04-01,DBT,48.6,False
PAY-014077,MPLADS-PB-2025-00270,1,289489.76,2026-01-28,DBT,24.6,False
PAY-014078,MPLADS-PB-2025-00270,2,741009.08,2026-04-14,DBT,83.1,False
PAY-014079,MPLADS-PB-2025-00270,3,182093.23,2026-07-04,DBT,97.7,False
PAY-014080,MPLADS-RJ-2023-00267,1,1936768.66,2023-09-17,DBT,97.4,False
PAY-014081,MPLADS-RJ-2023-00268,1,1330724.75,2024-04-26,DBT,20.1,False
PAY-014082,MPLADS-RJ-2023-00268,2,1905514.53,2024-07-24,DBT,47.2,False
PAY-014083,MPLADS-RJ-2023-00268,3,633426.6,2024-09-20,DBT,67.2,False
PAY-014084,MPLADS-JH-2025-00246,1,686045.53,2026-05-30,DBT,20.2,False
PAY-014085,MPLADS-AS-2023-00245,1,76538.6,2024-02-02,CHEQUE,7.6,False
PAY-014086,MPLADS-AS-2023-00245,2,319262.7,2024-04-24,DBT,34.5,False
PAY-014087,MPLADS-AS-2023-00245,3,410010.0,2024-06-02,DBT,72.2,False
PAY-014088,MPLADS-AS-2023-00245,4,32732.27,2024-08-28,DBT,90.7,False
PAY-014089,MPLADS-RJ-2020-00269,1,293834.52,2020-11-25,DBT,32.1,False
PAY-014090,MPLADS-RJ-2020-00269,2,94868.01,2021-01-29,DBT,41.1,False
PAY-014091,MPLADS-RJ-2020-00269,3,106964.9,2021-03-21,DBT,46.0,False
PAY-014092,MPLADS-RJ-2020-00269,4,183995.14,2021-05-01,DBT,77.1,False
PAY-014093,MPLADS-RJ-2020-00269,5,81491.87,2021-06-02,RTGS,67.4,False
PAY-014094,MPLADS-RJ-2024-00270,1,102593.35,2025-05-31,DBT,26.9,False
PAY-014095,MPLADS-RJ-2024-00270,2,47296.85,2025-08-20,RTGS,38.2,False
PAY-014096,MPLADS-RJ-2024-00270,3,91631.12,2025-10-07,DBT,63.4,False
PAY-014097,MPLADS-RJ-2024-00270,4,24004.79,2025-11-14,DBT,63.1,False
PAY-014098,MPLADS-RJ-2024-00270,5,101358.2,2026-02-02,DBT,96.1,False
PAY-014099,MPLADS-RJ-2024-00270,6,44850.98,2026-04-04,DBT,90.4,False
PAY-014100,MPLADS-WB-2022-00259,1,216717.67,2022-09-27,RTGS,27.0,False
PAY-014101,MPLADS-WB-2022-00259,2,121200.03,2022-11-25,DBT,51.2,False
PAY-014102,MPLADS-WB-2022-00259,3,354151.17,2023-02-16,DBT,89.2,False
PAY-014103,MPLADS-OD-2023-00243,1,198975.43,2024-01-06,DBT,7.1,False
PAY-014104,MPLADS-OD-2023-00243,2,353725.76,2024-03-27,DBT,21.8,False
PAY-014105,MPLADS-OD-2023-00243,3,75931.41,2024-05-31,RTGS,21.5,False
PAY-014106,MPLADS-OD-2023-00243,4,162641.78,2024-08-24,DBT,27.5,False
PAY-014107,MPLADS-UP-2024-00237,1,126828.36,2025-01-04,DBT,8.5,False
PAY-014108,MPLADS-UP-2024-00237,2,535444.53,2025-02-17,DBT,38.8,False
PAY-014109,MPLADS-AS-2025-00246,1,203624.79,2025-12-12,DBT,10.6,False
PAY-014110,MPLADS-AS-2025-00246,2,1363710.47,2026-01-19,DBT,81.9,False
PAY-014111,MPLADS-JH-2024-00247,1,656304.41,2025-05-18,DBT,19.0,False
PAY-014112,MPLADS-JH-2024-00247,2,557025.91,2025-07-20,DBT,36.7,False
PAY-014113,MPLADS-JH-2024-00247,3,361811.98,2025-08-21,DBT,49.4,False
PAY-014114,MPLADS-JH-2024-00247,4,1332840.69,2025-11-02,RTGS,81.1,False
PAY-014115,MPLADS-MP-2024-00242,1,236566.58,2025-04-21,DBT,15.9,False
PAY-014116,MPLADS-MP-2024-00242,2,559353.78,2025-07-01,DBT,47.2,False
PAY-014117,MPLADS-MP-2024-00242,3,493750.89,2025-08-15,DBT,92.0,False
PAY-014118,MPLADS-MP-2024-00242,4,192260.08,2025-10-27,DBT,93.5,False
PAY-014119,MPLADS-MP-2024-00242,5,321215.03,2025-12-08,RTGS,100.0,False
PAY-014120,MPLADS-JH-2022-00248,1,700972.09,2022-12-13,DBT,27.9,False
PAY-014121,MPLADS-JH-2022-00248,2,649828.14,2023-02-01,DBT,47.3,False
PAY-014122,MPLADS-JH-2022-00248,3,320260.29,2023-03-04,DBT,68.6,False
PAY-014123,MPLADS-JH-2022-00248,4,662440.33,2023-04-18,DBT,87.3,False
PAY-014124,MPLADS-JH-2022-00248,5,243014.49,2023-05-25,DBT,100.0,False
PAY-014125,MPLADS-OD-2025-00244,1,139352.49,2026-01-19,DBT,9.0,False
PAY-014126,MPLADS-OD-2025-00244,2,390880.69,2026-03-02,CHEQUE,28.6,False
PAY-014127,MPLADS-OD-2025-00244,3,237453.99,2026-05-04,RTGS,49.2,False
PAY-014128,MPLADS-OD-2025-00244,4,89570.67,2026-06-19,DBT,56.1,False
PAY-014129,MPLADS-TN-2025-00233,1,123462.22,2026-07-10,DBT,9.2,False
PAY-014130,MPLADS-TN-2025-00233,2,18755.94,2026-08-29,RTGS,11.7,False
PAY-014131,MPLADS-MP-2019-00243,1,754933.99,2020-05-02,DBT,29.9,False
PAY-014132,MPLADS-MP-2019-00243,2,916317.58,2020-07-14,DBT,54.6,False
PAY-014133,MPLADS-MP-2019-00243,3,293427.77,2020-09-10,DBT,62.6,False
PAY-014134,MPLADS-MP-2019-00243,4,744601.03,2020-11-15,DBT,100.0,False
PAY-014135,MPLADS-GJ-2025-00247,1,1086586.05,2026-03-12,RTGS,67.2,False
PAY-014136,MPLADS-GJ-2025-00247,2,3952671.2,2026-03-21,CHEQUE,48.748530315454495,False
PAY-014137,MPLADS-RJ-2019-00271,1,828136.31,2019-11-21,CHEQUE,100.0,False
PAY-014138,MPLADS-AP-2020-00242,1,135408.79,2021-04-25,RTGS,35.5,False
PAY-014139,MPLADS-AP-2020-00242,2,88199.22,2021-07-13,DBT,57.9,False
PAY-014140,MPLADS-AP-2020-00242,3,54455.05,2021-09-19,RTGS,69.9,False
PAY-014141,MPLADS-AP-2020-00242,4,47650.96,2021-12-10,RTGS,77.0,False
PAY-014142,MPLADS-UP-2025-00238,1,401346.63,2025-09-30,RTGS,42.6,False
PAY-014143,MPLADS-UP-2025-00238,2,565013.69,2025-11-19,DBT,100.0,False
PAY-014144,MPLADS-RJ-2020-00272,1,617729.73,2021-02-03,DBT,21.3,False
PAY-014145,MPLADS-RJ-2020-00272,2,1361714.66,2021-04-12,DBT,65.8,False
PAY-014146,MPLADS-RJ-2020-00272,3,922005.97,2021-07-04,DBT,88.7,False
PAY-014147,MPLADS-RJ-2020-00272,4,193804.18,2021-09-29,DBT,98.2,False
PAY-014148,MPLADS-UP-2019-00239,1,243877.49,2019-09-21,DBT,20.3,False
PAY-014149,MPLADS-UP-2019-00239,2,416649.32,2019-10-26,DBT,63.7,False
PAY-014150,MPLADS-UP-2019-00239,3,1087978.72,2019-12-15,DBT,100.0,False
PAY-014151,MPLADS-CG-2025-00283,1,448760.05,2026-02-07,DBT,19.6,False
PAY-014152,MPLADS-CG-2025-00283,2,322158.64,2026-03-24,DBT,33.6,False
PAY-014153,MPLADS-CG-2025-00283,3,53018.56,2026-06-21,DBT,32.0,False
PAY-014154,MPLADS-CG-2025-00283,4,285077.66,2026-08-24,RTGS,53.2,False
PAY-014155,MPLADS-TG-2024-00244,1,64641.82,2025-01-07,DBT,9.5,False
PAY-014156,MPLADS-TG-2024-00244,2,369452.84,2025-03-16,RTGS,69.0,False
PAY-014157,MPLADS-TG-2024-00244,3,52414.01,2025-05-02,DBT,70.7,False
PAY-014158,MPLADS-TG-2024-00244,4,160250.04,2025-06-04,DBT,84.6,False
PAY-014159,MPLADS-JH-2021-00249,1,52112.89,2022-06-10,DBT,4.1,False
PAY-014160,MPLADS-JH-2021-00249,2,217664.33,2022-07-24,DBT,24.3,False
PAY-014161,MPLADS-JH-2021-00249,3,93380.27,2022-09-17,DBT,32.8,False
PAY-014162,MPLADS-JH-2021-00249,4,176866.81,2022-10-26,DBT,43.9,False
PAY-014163,MPLADS-JH-2021-00249,5,147330.79,2022-12-31,DBT,54.4,False
PAY-014164,MPLADS-TN-2025-00234,1,876432.08,2025-09-02,DBT,21.6,False
PAY-014165,MPLADS-TN-2025-00234,2,538334.41,2025-10-14,RTGS,32.1,False
PAY-014166,MPLADS-TN-2025-00234,3,1051540.04,2025-11-24,DBT,55.7,False
PAY-014167,MPLADS-TN-2025-00234,4,601505.34,2026-01-22,DBT,77.3,False
PAY-014168,MPLADS-TN-2025-00234,5,386097.65,2026-03-18,DBT,68.7,False
PAY-014169,MPLADS-TN-2025-00234,6,662474.84,2026-05-16,DBT,100.0,False
PAY-014170,MPLADS-PB-2024-00271,1,874270.74,2024-10-11,DBT,52.5,False
PAY-014171,MPLADS-PB-2024-00271,2,231803.3,2024-12-14,DBT,67.9,False
PAY-014172,MPLADS-PB-2022-00272,1,1501789.8,2022-11-15,DBT,99.0,False
PAY-014173,MPLADS-JH-2024-00250,1,71592.32,2025-02-04,DBT,3.1,False
PAY-014174,MPLADS-JH-2024-00250,2,182513.5,2025-04-02,DBT,12.6,False
PAY-014175,MPLADS-JH-2024-00250,3,351906.35,2025-05-07,DBT,31.1,False
PAY-014176,MPLADS-JH-2024-00250,4,536662.93,2025-07-15,CHEQUE,61.5,False
PAY-014177,MPLADS-JH-2024-00250,5,840122.71,2025-09-23,CHEQUE,96.8,False
PAY-014178,MPLADS-BR-2022-00245,1,1792800.37,2022-12-03,RTGS,98.7,False
PAY-014179,MPLADS-WB-2025-00260,1,163501.89,2025-12-15,DBT,22.1,False
PAY-014180,MPLADS-WB-2025-00260,2,296418.59,2026-03-02,DBT,64.0,False
PAY-014181,MPLADS-WB-2025-00260,3,228381.72,2026-04-07,DBT,82.1,False
PAY-014182,MPLADS-OD-2021-00245,1,888781.86,2022-03-25,DBT,100.0,False
PAY-014183,MPLADS-OD-2021-00245,2,1039326.93,2022-06-14,DBT,100.0,False
PAY-014184,MPLADS-OD-2021-00245,3,1106000.06,2022-08-17,DBT,100.0,False
PAY-014185,MPLADS-OD-2021-00245,4,987555.78,2022-11-06,DBT,100.0,False
PAY-014186,MPLADS-OD-2021-00245,5,140836.63,2022-12-24,DBT,100.0,False
PAY-014187,MPLADS-TN-2022-00235,1,242216.07,2023-01-22,DBT,16.6,False
PAY-014188,MPLADS-TN-2022-00235,2,223061.98,2023-03-07,DBT,27.1,False
PAY-014189,MPLADS-TN-2022-00235,3,512731.41,2023-05-01,DBT,60.0,False
PAY-014190,MPLADS-TN-2022-00235,4,442927.11,2023-07-20,DBT,89.0,False
PAY-014191,MPLADS-BR-2019-00246,1,529332.07,2019-09-18,DBT,9.9,False
PAY-014192,MPLADS-BR-2019-00246,2,1439283.52,2019-12-04,DBT,39.3,False
PAY-014193,MPLADS-BR-2019-00246,3,575126.84,2020-01-23,DBT,44.0,False
PAY-014194,MPLADS-BR-2019-00246,4,1136905.75,2020-03-23,CHEQUE,65.4,False
PAY-014195,MPLADS-BR-2019-00246,5,1519878.87,2020-06-03,DBT,93.0,False
PAY-014196,MPLADS-AS-2025-00247,1,273959.03,2025-11-03,DBT,38.8,False
PAY-014197,MPLADS-AS-2025-00247,2,2922929.03,2025-12-04,DBT,100.0,False
PAY-014198,MPLADS-AS-2025-00247,3,2284205.02,2026-02-10,CHEQUE,100.0,False
PAY-014199,MPLADS-KA-2021-00235,1,321992.19,2022-03-20,RTGS,23.4,False
PAY-014200,MPLADS-KA-2021-00235,2,504407.55,2022-05-25,CHEQUE,71.1,False
PAY-014201,MPLADS-AS-2020-00248,1,301743.99,2020-09-12,CHEQUE,31.0,False
PAY-014202,MPLADS-AS-2020-00248,2,218236.02,2020-10-16,DBT,60.7,False
PAY-014203,MPLADS-AS-2020-00248,3,373997.7,2021-01-05,RTGS,88.1,False
PAY-014204,MPLADS-UP-2025-00240,1,377165.14,2025-10-12,DBT,18.7,False
PAY-014205,MPLADS-UP-2025-00240,2,879952.73,2025-12-28,DBT,53.5,False
PAY-014206,MPLADS-UP-2025-00240,3,902880.7,2026-02-05,DBT,100.0,False
PAY-014207,MPLADS-CG-2025-00284,1,340985.47,2025-09-29,RTGS,17.2,False
PAY-014208,MPLADS-CG-2025-00284,2,515231.85,2025-11-12,DBT,41.3,False
PAY-014209,MPLADS-CG-2025-00284,3,12515.52,2026-01-04,DBT,51.6,False
PAY-014210,MPLADS-CG-2025-00284,4,296618.63,2026-03-04,DBT,69.5,False
PAY-014211,MPLADS-CG-2025-00284,5,585363.76,2026-05-26,CHEQUE,98.5,False
PAY-014212,MPLADS-AS-2025-00249,1,226419.06,2025-11-09,CHEQUE,13.4,False
PAY-014213,MPLADS-AS-2025-00249,2,368938.54,2026-01-28,DBT,39.5,False
PAY-014214,MPLADS-AS-2025-00249,3,1003180.45,2026-04-16,DBT,99.2,False
PAY-014215,MPLADS-UP-2024-00241,1,3077001.64,2024-12-24,DBT,67.9,False
PAY-014216,MPLADS-UP-2024-00241,2,1302636.53,2025-02-18,RTGS,90.9,False
PAY-014217,MPLADS-KA-2021-00236,1,181695.79,2022-03-25,RTGS,27.5,False
PAY-014218,MPLADS-KA-2021-00236,2,57285.48,2022-05-16,DBT,33.6,False
PAY-014219,MPLADS-KA-2021-00236,3,12363.0,2022-06-24,DBT,35.1,False
PAY-014220,MPLADS-KA-2021-00236,4,396437.88,2022-09-16,RTGS,100.0,False
PAY-014221,MPLADS-BR-2022-00247,1,960074.68,2022-11-21,DBT,36.9,False
PAY-014222,MPLADS-BR-2022-00247,2,241866.2,2023-02-12,DBT,50.4,False
PAY-014223,MPLADS-BR-2022-00247,3,267677.13,2023-05-04,CHEQUE,70.1,False
PAY-014224,MPLADS-BR-2022-00247,4,739427.77,2023-06-06,DBT,96.5,False
PAY-014225,MPLADS-TG-2025-00245,1,602340.38,2026-05-13,DBT,59.9,False
PAY-014226,MPLADS-BR-2025-00248,1,872601.82,2025-11-20,DBT,17.8,False
PAY-014227,MPLADS-BR-2025-00248,2,3427564.6,2026-01-21,DBT,77.5,False
PAY-014228,MPLADS-BR-2025-00248,3,169078.01,2026-02-23,DBT,89.2,False
PAY-014229,MPLADS-MP-2019-00244,1,138373.81,2020-04-22,DBT,25.6,False
PAY-014230,MPLADS-MP-2019-00244,2,163346.02,2020-07-15,RTGS,55.2,False
PAY-014231,MPLADS-MP-2019-00244,3,422155.5,2020-10-11,DBT,100.0,False
PAY-014232,MPLADS-JH-2022-00251,1,357873.83,2022-12-21,RTGS,34.2,False
PAY-014233,MPLADS-JH-2022-00251,2,224481.73,2023-02-24,DBT,46.3,False
PAY-014234,MPLADS-JH-2022-00251,3,505595.17,2023-05-09,DBT,95.9,False
PAY-014235,MPLADS-TG-2025-00246,1,69999.62,2025-12-30,DBT,4.7,False
PAY-014236,MPLADS-TG-2025-00246,2,397591.23,2026-02-25,DBT,31.2,False
PAY-014237,MPLADS-TG-2025-00246,3,243798.26,2026-04-23,RTGS,55.4,False
PAY-014238,MPLADS-TG-2025-00246,4,284464.72,2026-06-09,DBT,72.3,False
PAY-014239,MPLADS-TG-2025-00246,5,276529.82,2026-08-06,DBT,97.8,False
PAY-014240,MPLADS-MH-2024-00248,1,107868.18,2024-09-25,DBT,10.2,False
PAY-014241,MPLADS-MH-2024-00248,2,166611.43,2024-12-16,DBT,26.5,False
PAY-014242,MPLADS-MH-2024-00248,3,387699.34,2025-01-29,DBT,71.1,False
PAY-014243,MPLADS-MH-2024-00248,4,105340.91,2025-03-22,RTGS,76.5,False
PAY-014244,MPLADS-MH-2024-00248,5,148310.05,2025-05-03,DBT,83.0,False
PAY-014245,MPLADS-AS-2023-00250,1,518729.81,2024-03-09,DBT,21.9,False
PAY-014246,MPLADS-AS-2023-00250,2,174725.26,2024-04-23,DBT,29.5,False
PAY-014247,MPLADS-AS-2023-00250,3,618496.4,2024-07-20,DBT,50.7,False
PAY-014248,MPLADS-AS-2023-00250,4,314800.29,2024-09-28,DBT,75.4,False
PAY-014249,MPLADS-AS-2023-00250,5,4041286.19,2024-10-04,DBT,48.12693877490729,False
PAY-014250,MPLADS-JH-2022-00252,1,1564594.04,2022-11-04,RTGS,51.5,False
PAY-014251,MPLADS-JH-2022-00252,2,1658431.12,2022-12-25,DBT,100.0,False
PAY-014252,MPLADS-JH-2022-00252,3,1523472.29,2023-01-27,DBT,100.0,False
PAY-014253,MPLADS-UP-2020-00242,1,518780.46,2021-01-07,DBT,12.4,False
PAY-014254,MPLADS-UP-2020-00242,2,1098119.26,2021-04-02,DBT,40.1,False
PAY-014255,MPLADS-UP-2020-00242,3,462662.96,2021-05-24,RTGS,55.1,False
PAY-014256,MPLADS-UP-2020-00242,4,484625.52,2021-07-15,RTGS,66.2,False
PAY-014257,MPLADS-UP-2020-00242,5,1088228.39,2021-09-12,DBT,91.3,False
PAY-014258,MPLADS-CG-2019-00285,1,864096.36,2024-05-03,DBT,36.3,False
PAY-014259,MPLADS-CG-2019-00285,2,377070.75,2024-05-07,DBT,51.6,False
PAY-014260,MPLADS-CG-2019-00285,3,901908.07,2024-05-11,RTGS,95.9,False
PAY-014261,MPLADS-AS-2022-00251,1,974434.84,2023-02-08,RTGS,29.5,False
PAY-014262,MPLADS-AS-2022-00251,2,2132212.85,2023-03-11,DBT,96.6,False
PAY-014263,MPLADS-PB-2023-00273,1,161621.13,2023-09-16,CHEQUE,6.4,False
PAY-014264,MPLADS-PB-2023-00273,2,322548.83,2023-11-22,RTGS,22.8,False
PAY-014265,MPLADS-PB-2023-00273,3,754822.0,2024-01-05,DBT,54.9,False
PAY-014266,MPLADS-PB-2023-00273,4,934994.38,2024-04-03,CHEQUE,87.1,False
PAY-014267,MPLADS-GJ-2023-00248,1,663707.26,2024-04-04,DBT,45.6,False
PAY-014268,MPLADS-GJ-2023-00248,2,79505.3,2024-05-08,DBT,48.5,False
PAY-014269,MPLADS-GJ-2023-00248,3,664613.12,2024-07-02,DBT,99.0,False
PAY-014270,MPLADS-WB-2023-00261,1,114095.84,2024-01-13,DBT,15.1,False
PAY-014271,MPLADS-WB-2023-00261,2,110190.33,2024-03-05,DBT,30.5,False
PAY-014272,MPLADS-WB-2023-00261,3,106162.14,2024-04-15,DBT,49.2,False
PAY-014273,MPLADS-WB-2023-00261,4,105210.97,2024-06-08,DBT,57.8,False
PAY-014274,MPLADS-WB-2023-00261,5,114692.42,2024-07-23,DBT,71.3,False
PAY-014275,MPLADS-WB-2023-00261,6,93517.93,2024-09-13,CHEQUE,79.4,False
PAY-014276,MPLADS-WB-2023-00261,7,103196.65,2024-11-03,DBT,100.0,False
PAY-014277,MPLADS-WB-2023-00261,8,105715.45,2024-12-12,DBT,100.0,False
PAY-014278,MPLADS-KL-2021-00260,1,196222.43,2021-12-17,DBT,17.7,False
PAY-014279,MPLADS-KL-2021-00260,2,673474.08,2022-03-05,DBT,74.9,False
PAY-014280,MPLADS-WB-2025-00262,1,185081.06,2025-10-07,DBT,11.7,False
PAY-014281,MPLADS-WB-2025-00262,2,64561.35,2025-11-30,DBT,15.2,False
