vendor_id,name,registration_no,state,total_projects_handled,flagged_before
VEN-00761,Ananya Infra Projects,REG-WB-919723,West Bengal,4,False
VEN-00762,Trust Works & Co,REG-RJ-233589,Rajasthan,8,False
VEN-00763,Ganesh Enterprises,REG-TG-954614,Telangana,10,False
VEN-00764,Ganesh Contractors,REG-TN-816770,Tamil Nadu,6,False
VEN-00765,Golden Associates,REG-JH-841676,Jharkhand,5,False
VEN-00766,Sundar Infra Projects,REG-UP-713633,Uttar Pradesh,5,False
VEN-00767,Sundar Contractors,REG-GJ-743210,Gujarat,6,False
VEN-00768,Prime Engineering Works,REG-KA-950098,Karnataka,5,False
VEN-00769,Bharat Infrastructure Ltd,REG-HR-300445,Haryana,5,False
VEN-00770,Metro Enterprises,REG-WB-814956,West Bengal,9,False
VEN-00771,Metro Infra Projects,REG-TG-158310,Telangana,5,False
VEN-00772,Golden Associates,REG-RJ-773499,Rajasthan,5,False
VEN-00773,Laxmi Constructions,REG-HR-998020,Haryana,7,False
VEN-00774,Laxmi Engineering Works,REG-PB-264342,Punjab,2,False
VEN-00775,Krishna Constructions,REG-UP-939498,Uttar Pradesh,4,False
VEN-00776,United Engineering Works,REG-MH-161323,Maharashtra,2,False
VEN-00777,Green Valley Infra Projects,REG-PB-851320,Punjab,6,False
VEN-00778,National Associates,REG-WB-525327,West Bengal,5,False
VEN-00779,New Age Engineering Works,REG-TN-372112,Tamil Nadu,9,False
VEN-00780,Silver Line Enterprises,REG-JH-331546,Jharkhand,9,False
VEN-00781,Shree Sai Builders,REG-AP-104284,Andhra Pradesh,6,False
VEN-00782,Metro Infra Projects,REG-MH-710172,Maharashtra,4,False
VEN-00783,Bharat Developers,REG-TN-807588,Tamil Nadu,5,False
VEN-00784,United Constructions,REG-RJ-348492,Rajasthan,7,False
VEN-00785,Bharat Enterprises,REG-JH-362744,Jharkhand,318,True
VEN-00786,Laxmi Engineering Works,REG-OD-768226,Odisha,3,False
VEN-00787,Om Contractors,REG-RJ-644104,Rajasthan,4,False
VEN-00788,Green Valley Builders,REG-HR-928464,Haryana,8,False
VEN-00789,Silver Line Associates,REG-WB-349900,West Bengal,6,False
VEN-00790,Metro Infra Projects,REG-GJ-149770,Gujarat,4,False
VEN-00791,United Enterprises,REG-TN-415309,Tamil Nadu,4,False
VEN-00792,Sundar Engineering Works,REG-HR-474258,Haryana,6,False
VEN-00793,Ananya Enterprises,REG-KL-386496,Kerala,5,False
VEN-00794,Elite Constructions,REG-RJ-415319,Rajasthan,2,False
VEN-00795,Divya Infra Projects,REG-AS-996044,Assam,40,True
VEN-00796,Vishwakarma Associates,REG-AS-860610,Assam,5,False
VEN-00797,Vishwakarma Builders,REG-WB-331863,West Bengal,2,False
VEN-00798,Elite Works & Co,REG-OD-165657,Odisha,8,False
VEN-00799,Krishna Associates,REG-KL-783848,Kerala,3,False
VEN-00800,Divya Infra Projects,REG-WB-399722,West Bengal,7,False
VEN-00801,Trust Works & Co,REG-BR-731565,Bihar,4,False
VEN-00802,Sundar Contractors,REG-MP-172227,Madhya Pradesh,3,False
VEN-00803,Trust Contractors,REG-JH-598410,Jharkhand,3,False
VEN-00804,Silver Line Builders,REG-OD-857054,Odisha,6,False
VEN-00805,Star Works & Co,REG-AP-757107,Andhra Pradesh,5,False
VEN-00806,Golden Works & Co,REG-GJ-127066,Gujarat,3,False
VEN-00807,Om Constructions,REG-BR-932303,Bihar,2,False
VEN-00808,Jai Bharat Engineering Works,REG-PB-488327,Punjab,2,False
VEN-00809,Prime Engineering Works,REG-MP-532668,Madhya Pradesh,5,False
VEN-00810,Om Associates,REG-UP-805846,Uttar Pradesh,3,False
VEN-00811,Vishwakarma Builders,REG-AS-893857,Assam,4,False
VEN-00812,Jai Bharat Associates,REG-TN-958409,Tamil Nadu,8,False
VEN-00813,Elite Infra Projects,REG-WB-845030,West Bengal,5,False
VEN-00814,Silver Line Enterprises,REG-AP-967325,Andhra Pradesh,6,False
VEN-00815,Ananya Builders,REG-UP-989911,Uttar Pradesh,5,False
VEN-00816,Golden Developers,REG-OD-731375,Odisha,5,False
VEN-00817,Divya Developers,REG-HR-886621,Haryana,6,False
VEN-00818,Trust Engineering Works,REG-KA-751670,Karnataka,1,False
VEN-00819,United Infra Projects,REG-BR-563004,Bihar,7,False
VEN-00820,Metro Enterprises,REG-PB-773071,Punjab,3,False
VEN-00821,Vishwakarma Infrastructure Ltd,REG-MH-966794,Maharashtra,6,False
VEN-00822,National Builders,REG-AS-497507,Assam,7,False
VEN-00823,Prime Contractors,REG-UP-349974,Uttar Pradesh,5,False
VEN-00824,Star Builders,REG-BR-417092,Bihar,10,False
VEN-00825,Prime Enterprises,REG-JH-354662,Jharkhand,2,False
VEN-00826,Metro Infrastructure Ltd,REG-MP-358936,Madhya Pradesh,7,False
VEN-00827,Green Valley Enterprises,REG-KL-441911,Kerala,4,False
VEN-00828,Shree Sai Infra Projects,REG-GJ-628748,Gujarat,8,False
VEN-00829,Jai Bharat Developers,REG-KL-432581,Kerala,6,False
VEN-00830,Om Enterprises,REG-KL-836299,Kerala,4,False
VEN-00831,Sundar Enterprises,REG-AP-155727,Andhra Pradesh,3,False
VEN-00832,Silver Line Engineering Works,REG-MH-178177,Maharashtra,289,True
VEN-00833,Krishna Constructions,REG-OD-827441,Odisha,6,False
VEN-00834,Reliable Builders,REG-KL-994591,Kerala,5,False
VEN-00835,Green Valley Constructions,REG-MP-141748,Madhya Pradesh,7,False
VEN-00836,National Associates,REG-PB-620194,Punjab,3,False
VEN-00837,Sundar Engineering Works,REG-TN-405534,Tamil Nadu,7,False
VEN-00838,Om Constructions,REG-PB-198129,Punjab,12,False
VEN-00839,Vishwakarma Developers,REG-BR-539948,Bihar,7,False
VEN-00840,Shree Sai Infrastructure Ltd,REG-AP-219736,Andhra Pradesh,9,False
VEN-00841,Laxmi Associates,REG-TN-127489,Tamil Nadu,5,False
VEN-00842,Shree Sai Associates,REG-OD-986545,Odisha,5,False
VEN-00843,Elite Contractors,REG-OD-520163,Odisha,7,False
VEN-00844,Prime Engineering Works,REG-MP-369809,Madhya Pradesh,6,False
VEN-00845,United Associates,REG-AS-316397,Assam,5,False
VEN-00846,Bharat Constructions,REG-CG-979884,Chhattisgarh,7,False
VEN-00847,Star Developers,REG-JH-652847,Jharkhand,3,False
VEN-00848,Vishwakarma Constructions,REG-TG-297931,Telangana,5,False
VEN-00849,Shakti Associates,REG-OD-476501,Odisha,5,False
VEN-00850,Shakti Infrastructure Ltd,REG-AP-473050,Andhra Pradesh,8,False
VEN-00851,Metro Infrastructure Ltd,REG-UP-217469,Uttar Pradesh,8,False
VEN-00852,Green Valley Enterprises,REG-MP-208078,Madhya Pradesh,319,True
VEN-00853,Om Contractors,REG-GJ-479890,Gujarat,5,False
VEN-00854,Silver Line Enterprises,REG-AP-542957,Andhra Pradesh,5,False
VEN-00855,Star Works & Co,REG-UP-253956,Uttar Pradesh,6,False
VEN-00856,Vishwakarma Enterprises,REG-WB-550861,West Bengal,0,False
VEN-00857,Elite Infrastructure Ltd,REG-WB-394085,West Bengal,4,False
VEN-00858,Elite Builders,REG-BR-114218,Bihar,5,False
VEN-00859,Bharat Works & Co,REG-WB-705633,West Bengal,5,False
VEN-00860,Vishwakarma Works & Co,REG-PB-903508,Punjab,3,False
VEN-00861,Green Valley Engineering Works,REG-BR-209800,Bihar,4,False
VEN-00862,Om Developers,REG-PB-292560,Punjab,9,False
VEN-00863,Krishna Enterprises,REG-OD-505392,Odisha,5,False
VEN-00864,Vishwakarma Constructions,REG-PB-706940,Punjab,7,False
VEN-00865,National Developers,REG-PB-458704,Punjab,6,False
VEN-00866,Laxmi Developers,REG-JH-632958,Jharkhand,11,False
VEN-00867,Metro Infra Projects,REG-JH-849895,Jharkhand,9,False
VEN-00868,Elite Infrastructure Ltd,REG-JH-188661,Jharkhand,5,False
VEN-00869,Star Contractors,REG-RJ-846456,Rajasthan,10,False
VEN-00870,Prime Contractors,REG-UP-335092,Uttar Pradesh,3,False
VEN-00871,Reliable Enterprises,REG-HR-979625,Haryana,2,False
VEN-00872,Shakti Engineering Works,REG-UP-533201,Uttar Pradesh,9,False
VEN-00873,Sundar Associates,REG-UP-398744,Uttar Pradesh,2,False
VEN-00874,Sundar Enterprises,REG-AS-615545,Assam,1,False
VEN-00875,Metro Contractors,REG-AS-844973,Assam,2,False
VEN-00876,Shree Sai Works & Co,REG-OD-448473,Odisha,3,False
VEN-00877,Green Valley Infrastructure Ltd,REG-UP-387371,Uttar Pradesh,5,False
VEN-00878,Bharat Builders,REG-AS-630037,Assam,11,False
VEN-00879,New Age Infrastructure Ltd,REG-KA-370742,Karnataka,4,False
VEN-00880,Metro Constructions,REG-WB-536765,West Bengal,6,False
VEN-00881,Sundar Infra Projects,REG-HR-674209,Haryana,3,False
VEN-00882,Trust Builders,REG-JH-413620,Jharkhand,289,True
VEN-00883,Star Developers,REG-TN-779273,Tamil Nadu,4,False
VEN-00884,New Age Works & Co,REG-RJ-194385,Rajasthan,3,False
VEN-00885,Laxmi Enterprises,REG-PB-283353,Punjab,4,False
VEN-00886,New Age Infrastructure Ltd,REG-JH-216540,Jharkhand,5,False
VEN-00887,Silver Line Builders,REG-KL-506908,Kerala,3,False
VEN-00888,Sundar Enterprises,REG-CG-625920,Chhattisgarh,6,False
VEN-00889,Bharat Engineering Works,REG-PB-514543,Punjab,8,False
VEN-00890,Trust Contractors,REG-CG-868792,Chhattisgarh,323,True
VEN-00891,Vishwakarma Infrastructure Ltd,REG-HR-722540,Haryana,2,False
VEN-00892,Jai Bharat Contractors,REG-MH-696126,Maharashtra,9,False
VEN-00893,Green Valley Enterprises,REG-RJ-271063,Rajasthan,1,False
VEN-00894,United Constructions,REG-GJ-927884,Gujarat,5,False
VEN-00895,Green Valley Developers,REG-HR-849675,Haryana,4,False
VEN-00896,Shree Sai Engineering Works,REG-AS-746791,Assam,4,False
VEN-00897,Shakti Constructions,REG-MP-827831,Madhya Pradesh,5,False
VEN-00898,Star Infra Projects,REG-UP-286940,Uttar Pradesh,8,False
VEN-00899,Shakti Enterprises,REG-JH-739682,Jharkhand,2,False
VEN-00900,Star Constructions,REG-UP-507503,Uttar Pradesh,3,False
